delay,ptu_ebay_cmd,ptu_d48_cmd
14.6,ps45,ps-45
14.7,ps45,ps-45
14.8,ps44,ps-44
14.9,ps44,ps-44
15.0,ps43,ps-43
15.1,ps43,ps-43
15.2,ps42,ps-42
15.3,ps42,ps-42
15.4,ps41,ps-41
15.5,ps40,ps-40
15.6,ps40,ps-40
15.7,ps39,ps-39
15.8,ps39,ps-39
15.9,ps38,ps-38
16.0,ps37,ps-37
16.1,ps36,ps-36
16.2,ps36,ps-36
16.3,ps35,ps-35
16.4,ps34,ps-34
16.5,ps33,ps-33
16.6,ps33,ps-33
16.7,ps32,ps-32
16.8,ps31,ps-31
16.9,ps30,ps-30
17.0,ps29,ps-29
17.1,ps29,ps-29
17.2,ps28,ps-28
17.3,ps27,ps-27
17.4,ps26,ps-26
17.5,ps25,ps-25
17.6,ps24,ps-24
17.7,ps23,ps-23
17.8,ps22,ps-22
17.9,ps21,ps-21
18.0,ps20,ps-20
18.1,ps19,ps-19
18.2,ps18,ps-18
18.3,ps17,ps-17
18.4,ps16,ps-16
18.5,ps15,ps-15
18.6,ps14,ps-14
18.7,ps13,ps-13
18.8,ps12,ps-12
18.9,ps11,ps-11
19.0,ps10,ps-10
19.1,ps9,ps-9
19.2,ps8,ps-8
19.3,ps7,ps-7
19.4,ps6,ps-6
19.5,ps5,ps-5
19.6,ps4,ps-4
19.7,ps3,ps-3
19.8,ps2,ps-2
19.9,ps1,ps-1
20.0,ps0,ps0
20.1,ps-1,ps1
20.2,ps-2,ps2
20.3,ps-3,ps3
20.4,ps-4,ps4
20.5,ps-5,ps5
20.6,ps-6,ps6
20.7,ps-7,ps7
20.8,ps-8,ps8
20.9,ps-9,ps9
21.0,ps-10,ps10
21.1,ps-11,ps11
21.2,ps-12,ps12
21.3,ps-13,ps13
21.4,ps-14,ps14
21.5,ps-15,ps15
21.6,ps-16,ps16
21.7,ps-17,ps17
21.8,ps-18,ps18
21.9,ps-19,ps19
22.0,ps-20,ps20
22.1,ps-21,ps21
22.2,ps-22,ps22
22.3,ps-23,ps23
22.4,ps-24,ps24
22.5,ps-25,ps25
22.6,ps-26,ps26
22.7,ps-27,ps27
22.8,ps-28,ps28
22.9,ps-29,ps29
23.0,ps-29,ps29
23.1,ps-30,ps30
23.2,ps-31,ps31
23.3,ps-32,ps32
23.4,ps-33,ps33
23.5,ps-33,ps33
23.6,ps-34,ps34
23.7,ps-35,ps35
23.8,ps-36,ps36
23.9,ps-36,ps36
24.0,ps-37,ps37
24.1,ps-38,ps38
24.2,ps-39,ps39
24.3,ps-39,ps39
24.4,ps-40,ps40
24.5,ps-40,ps40
24.6,ps-41,ps41
24.7,ps-42,ps42
24.8,ps-42,ps42
24.9,ps-43,ps43
25.0,ps-43,ps43
25.1,ps-44,ps44
25.2,ps-44,ps44
25.3,ps-45,ps45
25.4,ps-45,ps45
25.5,ps-46,ps46
25.6,ps-46,ps46
25.7,ps-46,ps46
25.8,ps-47,ps47
25.9,ps-47,ps47
26.0,ps-48,ps48
26.1,ps-48,ps48
26.2,ps-48,ps48
26.3,ps-48,ps48
26.4,ps-49,ps49
26.5,ps-49,ps49
26.6,ps-49,ps49
26.7,ps-49,ps49
26.8,ps-49,ps49
26.9,ps-50,ps50
27.0,ps-50,ps50
27.1,ps-50,ps50
27.2,ps-50,ps50
27.3,ps-50,ps50
27.4,ps-50,ps50
27.5,ps-50,ps50
27.6,ps-50,ps50
27.7,ps-50,ps50
27.8,ps-50,ps50
27.9,ps-50,ps50
28.0,ps-50,ps50
28.1,ps-50,ps50
28.2,ps-49,ps49
28.3,ps-49,ps49
28.4,ps-49,ps49
28.5,ps-49,ps49
28.6,ps-49,ps49
28.7,ps-48,ps48
28.8,ps-48,ps48
28.9,ps-48,ps48
29.0,ps-48,ps48
29.1,ps-47,ps47
29.2,ps-47,ps47
29.3,ps-46,ps46
29.4,ps-46,ps46
29.5,ps-46,ps46
29.6,ps-45,ps45
29.7,ps-45,ps45
29.8,ps-44,ps44
29.9,ps-44,ps44
30.0,ps-43,ps43
30.1,ps-43,ps43
30.2,ps-42,ps42
30.3,ps-42,ps42
30.4,ps-41,ps41
30.5,ps-40,ps40
30.6,ps-40,ps40
30.7,ps-39,ps39
30.8,ps-39,ps39
30.9,ps-38,ps38
31.0,ps-37,ps37
31.1,ps-36,ps36
31.2,ps-36,ps36
31.3,ps-35,ps35
31.4,ps-34,ps34
31.5,ps-33,ps33
31.6,ps-33,ps33
31.7,ps-32,ps32
31.8,ps-31,ps31
31.9,ps-30,ps30
32.0,ps-29,ps29
32.1,ps-29,ps29
32.2,ps-28,ps28
32.3,ps-27,ps27
32.4,ps-26,ps26
32.5,ps-25,ps25
32.6,ps-24,ps24
32.7,ps-23,ps23
32.8,ps-22,ps22
32.9,ps-21,ps21
33.0,ps-20,ps20
33.1,ps-19,ps19
33.2,ps-18,ps18
33.3,ps-17,ps17
33.4,ps-16,ps16
33.5,ps-15,ps15
33.6,ps-14,ps14
33.7,ps-13,ps13
33.8,ps-12,ps12
33.9,ps-11,ps11
34.0,ps-10,ps10
34.1,ps-9,ps9
34.2,ps-8,ps8
34.3,ps-7,ps7
34.4,ps-6,ps6
34.5,ps-5,ps5
34.6,ps-4,ps4
34.7,ps-3,ps3
34.8,ps-2,ps2
34.9,ps-1,ps1
35.0,ps0,ps0
35.1,ps1,ps-1
35.2,ps2,ps-2
35.3,ps3,ps-3
35.4,ps4,ps-4
35.5,ps5,ps-5
35.6,ps6,ps-6
35.7,ps7,ps-7
35.8,ps8,ps-8
35.9,ps9,ps-9
36.0,ps10,ps-10
36.1,ps11,ps-11
36.2,ps12,ps-12
36.3,ps13,ps-13
36.4,ps14,ps-14
36.5,ps15,ps-15
36.6,ps16,ps-16
36.7,ps17,ps-17
36.8,ps18,ps-18
36.9,ps19,ps-19
37.0,ps20,ps-20
37.1,ps21,ps-21
37.2,ps22,ps-22
37.3,ps23,ps-23
37.4,ps24,ps-24
37.5,ps25,ps-25
37.6,ps26,ps-26
37.7,ps27,ps-27
37.8,ps28,ps-28
37.9,ps29,ps-29
38.0,ps29,ps-29
38.1,ps30,ps-30
38.2,ps31,ps-31
38.3,ps32,ps-32
38.4,ps33,ps-33
38.5,ps33,ps-33
38.6,ps34,ps-34
38.7,ps35,ps-35
38.8,ps36,ps-36
38.9,ps36,ps-36
39.0,ps37,ps-37
39.1,ps38,ps-38
39.2,ps39,ps-39
39.3,ps39,ps-39
39.4,ps40,ps-40
39.5,ps40,ps-40
39.6,ps41,ps-41
39.7,ps42,ps-42
39.8,ps42,ps-42
39.9,ps43,ps-43
40.0,ps43,ps-43
40.1,ps44,ps-44
40.2,ps44,ps-44
40.3,ps45,ps-45
40.4,ps45,ps-45
40.5,ps46,ps-46
40.6,ps46,ps-46
40.7,ps46,ps-46
40.8,ps47,ps-47
40.9,ps47,ps-47
41.0,ps48,ps-48
41.1,ps48,ps-48
41.2,ps48,ps-48
41.3,ps48,ps-48
41.4,ps49,ps-49
41.5,ps49,ps-49
41.6,ps49,ps-49
41.7,ps49,ps-49
41.8,ps49,ps-49
41.9,ps50,ps-50
42.0,ps50,ps-50
42.1,ps50,ps-50
42.2,ps50,ps-50
42.3,ps50,ps-50
42.4,ps50,ps-50
42.5,ps50,ps-50
42.6,ps50,ps-50
42.7,ps50,ps-50
42.8,ps50,ps-50
42.9,ps50,ps-50
43.0,ps50,ps-50
43.1,ps50,ps-50
43.2,ps49,ps-49
43.3,ps49,ps-49
43.4,ps49,ps-49
43.5,ps49,ps-49
43.6,ps49,ps-49
43.7,ps48,ps-48
43.8,ps48,ps-48
43.9,ps48,ps-48
44.0,ps48,ps-48
44.1,ps47,ps-47
44.2,ps47,ps-47
44.3,ps46,ps-46
44.4,ps46,ps-46
44.5,ps46,ps-46
44.6,ps45,ps-45
44.7,ps45,ps-45
44.8,ps44,ps-44
44.9,ps44,ps-44
45.0,ps43,ps-43
45.1,ps43,ps-43
45.2,ps42,ps-42
45.3,ps42,ps-42
45.4,ps41,ps-41
45.5,ps40,ps-40
45.6,ps40,ps-40
45.7,ps39,ps-39
45.8,ps39,ps-39
45.9,ps38,ps-38
46.0,ps37,ps-37
46.1,ps36,ps-36
46.2,ps36,ps-36
46.3,ps35,ps-35
46.4,ps34,ps-34
46.5,ps33,ps-33
46.6,ps33,ps-33
46.7,ps32,ps-32
46.8,ps31,ps-31
46.9,ps30,ps-30
47.0,ps29,ps-29
47.1,ps29,ps-29
47.2,ps28,ps-28
47.3,ps27,ps-27
47.4,ps26,ps-26
47.5,ps25,ps-25
47.6,ps24,ps-24
47.7,ps23,ps-23
47.8,ps22,ps-22
47.9,ps21,ps-21
48.0,ps20,ps-20
48.1,ps19,ps-19
48.2,ps18,ps-18
48.3,ps17,ps-17
48.4,ps16,ps-16
48.5,ps15,ps-15
48.6,ps14,ps-14
48.7,ps13,ps-13
48.8,ps12,ps-12
48.9,ps11,ps-11
49.0,ps10,ps-10
49.1,ps9,ps-9
49.2,ps8,ps-8
49.3,ps7,ps-7
49.4,ps6,ps-6
49.5,ps5,ps-5
49.6,ps4,ps-4
49.7,ps3,ps-3
49.8,ps2,ps-2
49.9,ps1,ps-1
50.0,ps0,ps0
50.1,ps-1,ps1
50.2,ps-2,ps2
50.3,ps-3,ps3
50.4,ps-4,ps4
50.5,ps-5,ps5
50.6,ps-6,ps6
50.7,ps-7,ps7
50.8,ps-8,ps8
50.9,ps-9,ps9
51.0,ps-10,ps10
51.1,ps-11,ps11
51.2,ps-12,ps12
51.3,ps-13,ps13
51.4,ps-14,ps14
51.5,ps-15,ps15
51.6,ps-16,ps16
51.7,ps-17,ps17
51.8,ps-18,ps18
51.9,ps-19,ps19
52.0,ps-20,ps20
52.1,ps-21,ps21
52.2,ps-22,ps22
52.3,ps-23,ps23
52.4,ps-24,ps24
52.5,ps-25,ps25
52.6,ps-26,ps26
52.7,ps-27,ps27
52.8,ps-28,ps28
52.9,ps-29,ps29
53.0,ps-29,ps29
53.1,ps-30,ps30
53.2,ps-31,ps31
53.3,ps-32,ps32
53.4,ps-33,ps33
53.5,ps-33,ps33
53.6,ps-34,ps34
53.7,ps-35,ps35
53.8,ps-36,ps36
53.9,ps-36,ps36
54.0,ps-37,ps37
54.1,ps-38,ps38
54.2,ps-39,ps39
54.3,ps-39,ps39
54.4,ps-40,ps40
54.5,ps-40,ps40
54.6,ps-41,ps41
54.7,ps-42,ps42
54.8,ps-42,ps42
54.9,ps-43,ps43
55.0,ps-43,ps43
55.1,ps-44,ps44
55.2,ps-44,ps44
55.3,ps-45,ps45
55.4,ps-45,ps45
55.5,ps-46,ps46
55.6,ps-46,ps46
55.7,ps-46,ps46
55.8,ps-47,ps47
55.9,ps-47,ps47
56.0,ps-48,ps48
56.1,ps-48,ps48
56.2,ps-48,ps48
56.3,ps-48,ps48
56.4,ps-49,ps49
56.5,ps-49,ps49
56.6,ps-49,ps49
56.7,ps-49,ps49
56.8,ps-49,ps49
56.9,ps-50,ps50
57.0,ps-50,ps50
57.1,ps-50,ps50
57.2,ps-50,ps50
57.3,ps-50,ps50
57.4,ps-50,ps50
57.5,ps-50,ps50
57.6,ps-50,ps50
57.7,ps-50,ps50
57.8,ps-50,ps50
57.9,ps-50,ps50
58.0,ps-50,ps50
58.1,ps-50,ps50
58.2,ps-49,ps49
58.3,ps-49,ps49
58.4,ps-49,ps49
58.5,ps-49,ps49
58.6,ps-49,ps49
58.7,ps-48,ps48
58.8,ps-48,ps48
58.9,ps-48,ps48
59.0,ps-48,ps48
59.1,ps-47,ps47
59.2,ps-47,ps47
59.3,ps-46,ps46
59.4,ps-46,ps46
59.5,ps-46,ps46
59.6,ps-45,ps45
59.7,ps-45,ps45
59.8,ps-44,ps44
59.9,ps-44,ps44
60.0,ps-43,ps43
60.1,ps-43,ps43
60.2,ps-42,ps42
60.3,ps-42,ps42
60.4,ps-41,ps41
60.5,ps-40,ps40
60.6,ps-40,ps40
60.7,ps-39,ps39
60.8,ps-39,ps39
60.9,ps-38,ps38
61.0,ps-37,ps37
61.1,ps-36,ps36
61.2,ps-36,ps36
61.3,ps-35,ps35
61.4,ps-34,ps34
61.5,ps-33,ps33
61.6,ps-33,ps33
61.7,ps-32,ps32
61.8,ps-31,ps31
61.9,ps-30,ps30
62.0,ps-29,ps29
62.1,ps-29,ps29
62.2,ps-28,ps28
62.3,ps-27,ps27
62.4,ps-26,ps26
62.5,ps-25,ps25
62.6,ps-24,ps24
62.7,ps-23,ps23
62.8,ps-22,ps22
62.9,ps-21,ps21
63.0,ps-20,ps20
63.1,ps-19,ps19
63.2,ps-18,ps18
63.3,ps-17,ps17
63.4,ps-16,ps16
63.5,ps-15,ps15
63.6,ps-14,ps14
63.7,ps-13,ps13
63.8,ps-12,ps12
63.9,ps-11,ps11
64.0,ps-10,ps10
64.1,ps-9,ps9
64.2,ps-8,ps8
64.3,ps-7,ps7
64.4,ps-6,ps6
64.5,ps-5,ps5
64.6,ps-4,ps4
64.7,ps-3,ps3
64.8,ps-2,ps2
64.9,ps-1,ps1
65.0,ps0,ps0
65.1,ps1,ps-1
65.2,ps2,ps-2
65.3,ps3,ps-3
65.4,ps4,ps-4
65.5,ps5,ps-5
65.6,ps6,ps-6
65.7,ps7,ps-7
65.8,ps8,ps-8
65.9,ps9,ps-9
66.0,ps10,ps-10
66.1,ps11,ps-11
66.2,ps12,ps-12
66.3,ps13,ps-13
66.4,ps14,ps-14
66.5,ps15,ps-15
66.6,ps16,ps-16
66.7,ps17,ps-17
66.8,ps18,ps-18
66.9,ps19,ps-19
67.0,ps20,ps-20
67.1,ps21,ps-21
67.2,ps22,ps-22
67.3,ps23,ps-23
67.4,ps24,ps-24
67.5,ps25,ps-25
67.6,ps26,ps-26
67.7,ps27,ps-27
67.8,ps28,ps-28
67.9,ps29,ps-29
68.0,ps29,ps-29
68.1,ps30,ps-30
68.2,ps31,ps-31
68.3,ps32,ps-32
68.4,ps33,ps-33
68.5,ps33,ps-33
68.6,ps34,ps-34
68.7,ps35,ps-35
68.8,ps36,ps-36
68.9,ps36,ps-36
69.0,ps37,ps-37
69.1,ps38,ps-38
69.2,ps39,ps-39
69.3,ps39,ps-39
69.4,ps40,ps-40
69.5,ps40,ps-40
69.6,ps41,ps-41
69.7,ps42,ps-42
69.8,ps42,ps-42
69.9,ps43,ps-43
70.0,ps43,ps-43
70.1,ps44,ps-44
70.2,ps44,ps-44
70.3,ps45,ps-45
70.4,ps45,ps-45
70.5,ps46,ps-46
70.6,ps46,ps-46
70.7,ps46,ps-46
70.8,ps47,ps-47
70.9,ps47,ps-47
71.0,ps48,ps-48
71.1,ps48,ps-48
71.2,ps48,ps-48
71.3,ps48,ps-48
71.4,ps49,ps-49
71.5,ps49,ps-49
71.6,ps49,ps-49
71.7,ps49,ps-49
71.8,ps49,ps-49
71.9,ps50,ps-50
72.0,ps50,ps-50
72.1,ps50,ps-50
72.2,ps50,ps-50
72.3,ps50,ps-50
72.4,ps50,ps-50
72.5,ps50,ps-50
72.6,ps50,ps-50
72.7,ps50,ps-50
72.8,ps50,ps-50
72.9,ps50,ps-50
73.0,ps50,ps-50
73.1,ps50,ps-50
73.2,ps49,ps-49
73.3,ps49,ps-49
73.4,ps49,ps-49
73.5,ps49,ps-49
73.6,ps49,ps-49
73.7,ps48,ps-48
73.8,ps48,ps-48
73.9,ps48,ps-48
74.0,ps48,ps-48
74.1,ps47,ps-47
74.2,ps47,ps-47
74.3,ps46,ps-46
74.4,ps46,ps-46
74.5,ps46,ps-46
74.6,ps45,ps-45
74.7,ps45,ps-45
74.8,ps44,ps-44
74.9,ps44,ps-44
75.0,ps43,ps-43
75.1,ps43,ps-43
75.2,ps42,ps-42
75.3,ps42,ps-42
75.4,ps41,ps-41
75.5,ps40,ps-40
75.6,ps40,ps-40
75.7,ps39,ps-39
75.8,ps39,ps-39
75.9,ps38,ps-38
76.0,ps37,ps-37
76.1,ps36,ps-36
76.2,ps36,ps-36
76.3,ps35,ps-35
76.4,ps34,ps-34
76.5,ps33,ps-33
76.6,ps33,ps-33
76.7,ps32,ps-32
76.8,ps31,ps-31
76.9,ps30,ps-30
77.0,ps29,ps-29
77.1,ps29,ps-29
77.2,ps28,ps-28
77.3,ps27,ps-27
77.4,ps26,ps-26
77.5,ps25,ps-25
77.6,ps24,ps-24
77.7,ps23,ps-23
77.8,ps22,ps-22
77.9,ps21,ps-21
78.0,ps20,ps-20
78.1,ps19,ps-19
78.2,ps18,ps-18
78.3,ps17,ps-17
78.4,ps16,ps-16
78.5,ps15,ps-15
78.6,ps14,ps-14
78.7,ps13,ps-13
78.8,ps12,ps-12
78.9,ps11,ps-11
79.0,ps10,ps-10
79.1,ps9,ps-9
79.2,ps8,ps-8
79.3,ps7,ps-7
79.4,ps6,ps-6
79.5,ps5,ps-5
79.6,ps4,ps-4
79.7,ps3,ps-3
79.8,ps2,ps-2
79.9,ps1,ps-1
80.0,ps0,ps0
80.1,ps-1,ps1
80.2,ps-2,ps2
80.3,ps-3,ps3
80.4,ps-4,ps4
80.5,ps-5,ps5
80.6,ps-6,ps6
80.7,ps-7,ps7
80.8,ps-8,ps8
80.9,ps-9,ps9
81.0,ps-10,ps10
81.1,ps-11,ps11
81.2,ps-12,ps12
81.3,ps-13,ps13
81.4,ps-14,ps14
81.5,ps-15,ps15
81.6,ps-16,ps16
81.7,ps-17,ps17
81.8,ps-18,ps18
81.9,ps-19,ps19
82.0,ps-20,ps20
82.1,ps-21,ps21
82.2,ps-22,ps22
82.3,ps-23,ps23
82.4,ps-24,ps24
82.5,ps-25,ps25
82.6,ps-26,ps26
82.7,ps-27,ps27
82.8,ps-28,ps28
82.9,ps-29,ps29
83.0,ps-29,ps29
83.1,ps-30,ps30
83.2,ps-31,ps31
83.3,ps-32,ps32
83.4,ps-33,ps33
83.5,ps-33,ps33
83.6,ps-34,ps34
83.7,ps-35,ps35
83.8,ps-36,ps36
83.9,ps-36,ps36
84.0,ps-37,ps37
84.1,ps-38,ps38
84.2,ps-39,ps39
84.3,ps-39,ps39
84.4,ps-40,ps40
84.5,ps-40,ps40
84.6,ps-41,ps41
84.7,ps-42,ps42
84.8,ps-42,ps42
84.9,ps-43,ps43
85.0,ps-43,ps43
85.1,ps-44,ps44
85.2,ps-44,ps44
85.3,ps-45,ps45
85.4,ps-45,ps45
85.5,ps-46,ps46
85.6,ps-46,ps46
85.7,ps-46,ps46
85.8,ps-47,ps47
85.9,ps-47,ps47
86.0,ps-48,ps48
86.1,ps-48,ps48
86.2,ps-48,ps48
86.3,ps-48,ps48
86.4,ps-49,ps49
86.5,ps-49,ps49
86.6,ps-49,ps49
86.7,ps-49,ps49
86.8,ps-49,ps49
86.9,ps-50,ps50
87.0,ps-50,ps50
87.1,ps-50,ps50
87.2,ps-50,ps50
87.3,ps-50,ps50
87.4,ps-50,ps50
87.5,ps-50,ps50
87.6,ps-50,ps50
87.7,ps-50,ps50
87.8,ps-50,ps50
87.9,ps-50,ps50
88.0,ps-50,ps50
88.1,ps-50,ps50
88.2,ps-49,ps49
88.3,ps-49,ps49
88.4,ps-49,ps49
88.5,ps-49,ps49
88.6,ps-49,ps49
88.7,ps-48,ps48
88.8,ps-48,ps48
88.9,ps-48,ps48
89.0,ps-48,ps48
89.1,ps-47,ps47
89.2,ps-47,ps47
89.3,ps-46,ps46
89.4,ps-46,ps46
89.5,ps-46,ps46
89.6,ps-45,ps45
89.7,ps-45,ps45
89.8,ps-44,ps44
89.9,ps-44,ps44
90.0,ps-43,ps43
90.1,ps-43,ps43
90.2,ps-42,ps42
90.3,ps-42,ps42
90.4,ps-41,ps41
90.5,ps-40,ps40
90.6,ps-40,ps40
90.7,ps-39,ps39
90.8,ps-39,ps39
90.9,ps-38,ps38
91.0,ps-37,ps37
91.1,ps-36,ps36
91.2,ps-36,ps36
91.3,ps-35,ps35
91.4,ps-34,ps34
91.5,ps-33,ps33
91.6,ps-33,ps33
91.7,ps-32,ps32
91.8,ps-31,ps31
91.9,ps-30,ps30
92.0,ps-29,ps29
92.1,ps-29,ps29
92.2,ps-28,ps28
92.3,ps-27,ps27
92.4,ps-26,ps26
92.5,ps-25,ps25
92.6,ps-24,ps24
92.7,ps-23,ps23
92.8,ps-22,ps22
92.9,ps-21,ps21
93.0,ps-20,ps20
93.1,ps-19,ps19
93.2,ps-18,ps18
93.3,ps-17,ps17
93.4,ps-16,ps16
93.5,ps-15,ps15
93.6,ps-14,ps14
93.7,ps-13,ps13
93.8,ps-12,ps12
93.9,ps-11,ps11
94.0,ps-10,ps10
94.1,ps-9,ps9
94.2,ps-8,ps8
94.3,ps-7,ps7
94.4,ps-6,ps6
94.5,ps-5,ps5
94.6,ps-4,ps4
94.7,ps-3,ps3
94.8,ps-2,ps2
94.9,ps-1,ps1
95.0,ps0,ps0
95.1,ps1,ps-1
95.2,ps2,ps-2
95.3,ps3,ps-3
95.4,ps4,ps-4
95.5,ps5,ps-5
95.6,ps6,ps-6
95.7,ps7,ps-7
95.8,ps8,ps-8
95.9,ps9,ps-9
96.0,ps10,ps-10
96.1,ps11,ps-11
96.2,ps12,ps-12
96.3,ps13,ps-13
96.4,ps14,ps-14
96.5,ps15,ps-15
96.6,ps16,ps-16
96.7,ps17,ps-17
96.8,ps18,ps-18
96.9,ps19,ps-19
97.0,ps20,ps-20
97.1,ps21,ps-21
97.2,ps22,ps-22
97.3,ps23,ps-23
97.4,ps24,ps-24
97.5,ps25,ps-25
97.6,ps26,ps-26
97.7,ps27,ps-27
97.8,ps28,ps-28
97.9,ps29,ps-29
98.0,ps29,ps-29
98.1,ps30,ps-30
98.2,ps31,ps-31
98.3,ps32,ps-32
98.4,ps33,ps-33
98.5,ps33,ps-33
98.6,ps34,ps-34
98.7,ps35,ps-35
98.8,ps36,ps-36
98.9,ps36,ps-36
99.0,ps37,ps-37
99.1,ps38,ps-38
99.2,ps39,ps-39
99.3,ps39,ps-39
99.4,ps40,ps-40
99.5,ps40,ps-40
99.6,ps41,ps-41
99.7,ps42,ps-42
99.8,ps42,ps-42
99.9,ps43,ps-43
100.0,ps43,ps-43
100.1,ps44,ps-44
100.2,ps44,ps-44
100.3,ps45,ps-45
100.4,ps45,ps-45
100.5,ps46,ps-46
100.6,ps46,ps-46
100.7,ps46,ps-46
100.8,ps47,ps-47
100.9,ps47,ps-47
101.0,ps48,ps-48
101.1,ps48,ps-48
101.2,ps48,ps-48
101.3,ps48,ps-48
101.4,ps49,ps-49
101.5,ps49,ps-49
101.6,ps49,ps-49
101.7,ps49,ps-49
101.8,ps49,ps-49
101.9,ps50,ps-50
102.0,ps50,ps-50
102.1,ps50,ps-50
102.2,ps50,ps-50
102.3,ps50,ps-50
102.4,ps50,ps-50
102.5,ps50,ps-50
102.6,ps50,ps-50
102.7,ps50,ps-50
102.8,ps50,ps-50
102.9,ps50,ps-50
103.0,ps50,ps-50
103.1,ps50,ps-50
103.2,ps49,ps-49
103.3,ps49,ps-49
103.4,ps49,ps-49
103.5,ps49,ps-49
103.6,ps49,ps-49
103.7,ps48,ps-48
103.8,ps48,ps-48
103.9,ps48,ps-48
104.0,ps48,ps-48
104.1,ps47,ps-47
104.2,ps47,ps-47
104.3,ps46,ps-46
104.4,ps46,ps-46
104.5,ps46,ps-46
104.6,ps45,ps-45
104.7,ps45,ps-45
104.8,ps44,ps-44
104.9,ps44,ps-44
105.0,ps43,ps-43
105.1,ps43,ps-43
105.2,ps42,ps-42
105.3,ps42,ps-42
105.4,ps41,ps-41
105.5,ps40,ps-40
105.6,ps40,ps-40
105.7,ps39,ps-39
105.8,ps39,ps-39
105.9,ps38,ps-38
106.0,ps37,ps-37
106.1,ps36,ps-36
106.2,ps36,ps-36
106.3,ps35,ps-35
106.4,ps34,ps-34
106.5,ps33,ps-33
106.6,ps33,ps-33
106.7,ps32,ps-32
106.8,ps31,ps-31
106.9,ps30,ps-30
107.0,ps29,ps-29
107.1,ps29,ps-29
107.2,ps28,ps-28
107.3,ps27,ps-27
107.4,ps26,ps-26
107.5,ps25,ps-25
107.6,ps24,ps-24
107.7,ps23,ps-23
107.8,ps22,ps-22
107.9,ps21,ps-21
108.0,ps20,ps-20
108.1,ps19,ps-19
108.2,ps18,ps-18
108.3,ps17,ps-17
108.4,ps16,ps-16
108.5,ps15,ps-15
108.6,ps14,ps-14
108.7,ps13,ps-13
108.8,ps12,ps-12
108.9,ps11,ps-11
109.0,ps10,ps-10
109.1,ps9,ps-9
109.2,ps8,ps-8
109.3,ps7,ps-7
109.4,ps6,ps-6
109.5,ps5,ps-5
109.6,ps4,ps-4
109.7,ps3,ps-3
109.8,ps2,ps-2
109.9,ps1,ps-1
110.0,ps0,ps0
110.1,ps-1,ps1
110.2,ps-2,ps2
110.3,ps-3,ps3
110.4,ps-4,ps4
110.5,ps-5,ps5
110.6,ps-6,ps6
110.7,ps-7,ps7
110.8,ps-8,ps8
110.9,ps-9,ps9
111.0,ps-10,ps10
111.1,ps-11,ps11
111.2,ps-12,ps12
111.3,ps-13,ps13
111.4,ps-14,ps14
111.5,ps-15,ps15
111.6,ps-16,ps16
111.7,ps-17,ps17
111.8,ps-18,ps18
111.9,ps-19,ps19
112.0,ps-20,ps20
112.1,ps-21,ps21
